source,title,description,publish_datetime,sentiment,symbol
economictimes,"Eternal block deal: Goldman Sachs offloads Rs 355 cr worth of shares, BofA Securities steps in as buyer","Goldman Sachs sold over 1 crore shares of Eternal Limited for Rs 355.32 crore to BOFA Securities. Eternal, formerly Zomato, has surpassed Tata Motors and Titan in market capitalization, driven by strong performance in food delivery and quick commerce. Despite a 90% drop in Q1FY26 net profit due to investments, revenue surged, and HSBC reiterated a 'Buy' call.",2025-10-03 16:32:25,positive,General
economictimes,"Sebi confirms market ban on Synoptics Tech, promoters for IPO fund diversion",Capital markets regulator Sebi on Friday said Synoptics Technologies and its promoters will remain barred from the securities market till the outcome of a probe in a case of alleged siphoning off IPO proceeds.,2025-10-03 15:54:28,negative,ADANIPORTS
economictimes,"ET Market Watch: Nifty &amp; Sensex gain for second straight day; Metals, banks lead rally",,2025-10-03 15:34:03,positive,General
economictimes,BSE launches hospitals index to track healthcare sector. Check top 10 stocks,"BSE Index Services introduced the BSE Hospitals Index to track 15 hospital stocks, led by Fortis, Max Healthcare, and Apollo. Designed for ETFs, index funds, and PMS strategies, it expands India’s sectoral investment options in healthcare.",2025-10-03 14:52:59,neutral,BSE
economictimes,"USA Rare Earth shares surge 18%, hit all-time high after report miner in close talks with White House","UUSA Rare Earth shares jumped more than 18% to scale a record high on Friday, after a report that the mining company's CEO Barbara Humpton said it was in close discussions with the White House.",2025-10-03 14:12:16,positive,General
economictimes,US stocks cruise toward the finish of their record-setting week,Wall Street's main indexes opened higher on Friday as optimism about an imminent interest-rate cut by the Federal Reserve boosted sentiment in the final trading session of a week that saw volatility due to the U.S. government shutdown.,2025-10-03 13:36:52,positive,General
economictimes,"Yes Bank Q2 update: Advances grow 6.5% YoY, deposits see 7% uptick","Yes Bank reported a 6.5% YoY increase in loans to ₹2.50 lakh crore and a 7.1% rise in deposits to ₹2.97 lakh crore in Q2 FY26, with CASA reaching ₹1.00 lakh crore.",2025-10-03 13:20:58,positive,General
economictimes,"Bajaj Housing Finance Q2 update: Disbursals rise 32% YoY to Rs 15,900 cr; AUM up 24%","Bajaj Housing Finance reported strong Q2 FY26 performance with disbursals rising 32% YoY to ₹15,900 crore and AUM growing 24% to ₹1.27 lakh crore, highlighting robust housing credit demand and steady loan book expansion.",2025-10-03 13:02:23,positive,General
economictimes,Explosive growth: 9 largecap stocks with stellar YoY sales gains,"Eight NSE large-cap companies (excluding banking and financials) posted more than 25% YoY sales growth in September 2025. Leaders include DLF, Eternal, Adani Green, Indian Hotels, Max Healthcare, CG Power, Bharti Airtel, Solar Industries, and Adani Energy Solutions.",2025-10-03 12:28:39,positive,General
economictimes,"Metal stocks rally; Lloyds Metals jumps over 6%, Tata Steel up more than 3%","Metal stocks were in the limelight on Friday, with Lloyds Metals surging over 6 per cent, helping the broader equity market end in the positive territory.",2025-10-03 12:22:45,positive,LLOYDSME
economictimes,"Indian Bank, Tata Steel and six other stocks hit 52‑week high; rally up to 20% in a month","Indian Bank, Tata Steel and six other stocks from the BSE 200 index hit 52‑week highs, supported by strong market momentum. The Sensex rose 223 points to 81,207, with Canara Bank gaining 20% in a month. These gains highlight bullish investor sentiment amid broad market strength.",2025-10-03 11:45:52,positive,INDIANB
economictimes,Gainers &amp; Losers: Tata Investment among 8 stocks that hogged limelight on Friday,,2025-10-03 11:07:17,neutral,General
economictimes,P N Gadgil Jewellers shares rally 5% after festive season sales soar 65% YoY,"P N Gadgil Jewellers reported record festive sales, with Navratri and Dussehra revenue up 65% YoY to ₹618 crore. Gold led growth, while diamond and silver sales also surged, boosting shares nearly 5% on NSE.",2025-10-03 11:05:08,positive,PNGJL
economictimes,"Market Wrap: Sensex rises 224 points, Nifty above 24,850 as banks, consumer stocks drive second straight gain","India's frontline indices Nifty and the BSE Sensex ended positive on Friday, recording their second successive gain in the week. Investors remained bullish on banks, consumer and metal stocks though Nifty and Sensex traded rangebound.",2025-10-03 10:15:21,positive,General
economictimes,7 midcap stocks skyrocket over 50% in just 6 months. Is your portfolio missing out?,"Midcap stocks are leading the rally in FY26, with the BSE Midcap Index rising 9.1% versus Sensex’s 4.5%. Seven midcap companies, including GE Vernova T&amp;D, Delhivery, and L&amp;T Finance, have surged more than 50% in six months.",2025-10-03 09:27:32,positive,General
economictimes,Rekha Jhunjhunwala-backed Baazar Style Retail plunges 11% from day’s high even as Q2 revenue jumps 71% YoY,"Baazar Style Retail slipped 11% from the day’s high despite reporting a 71% YoY jump in Q2 revenue to Rs 532 crore. The stock initially reacted positively to the updates, surging nearly 4% but saw a sharp drop as the day progressed.  The Kolkata-based value fashion retailer added 20 new stores in the quarter, driving strong sales momentum and double-digit Same Store Sales Growth.",2025-10-03 09:13:23,negative,General
economictimes,V-Mart Retail shares skyrocket 20% after Q2 update,V-Mart Retail Ltd shares surged nearly 20% on Friday after a robust Q2 FY26 update. The company reported 22% year-on-year revenue growth to Rs 807 crore and 11% same-store sales growth. Its expansion with 25 new stores further lifted investor sentiment.,2025-10-03 09:06:35,positive,VMART
economictimes,This smallcap stock hits 20% upper circuit for 2nd session after bagging mega order,"Shares of Atlantaa Ltd soared 20% to hit the upper circuit at Rs 55.65 on the NSE on Wednesday, October 3, after the small-cap company clinched a massive Rs 2,485 crore order from IRCON — over five times its market capitalization of just Rs 450 crore. The stock has hit an upper circuit for a second session in a row.",2025-10-03 08:49:45,positive,General
economictimes,"Data center proxy play Orient Technologies jumps 18% in one day, could head towards Rs 470","Shares of Orient Technologies rose 18% on strong volume, supported by consolidation near key support levels. The company’s expansion into data centre and AI infrastructure under the IndiaAI mission positions it for growth in India’s booming digital segment. Analysts note upside potential but caution on execution risks and capital intensity.",2025-10-03 08:39:33,positive,ORIENTTECH
economictimes,"F&amp;O Radar| 2 F&amp;O strategies to deploy in Nifty, ICICI General Insurance to play a bullish bias","Nifty shows signs of recovery after a significant decline, with analysts suggesting a bullish outlook and recommending a Bull Call Spread strategy targeting 25,000-25,100. Concurrently, ICICI General Insurance exhibits bullish patterns, prompting a Bull Call Ladder Spread recommendation to capitalize on a potential breakout above Rs 1,920.",2025-10-03 08:37:46,positive,General
economictimes,Vedanta shares rally 3% as copper prices shoot up to hit a 16-month high,"Shares of Vedanta rose on Friday to touch an intraday high of Rs 479.90 on the BSE, tracking gains in global copper prices. The stock rally came amid bullish sentiment in the commodities space as copper extended its upward streak, with supply disruptions and accelerating demand supporting the uptrend.",2025-10-03 08:11:37,positive,VEDL
economictimes,"Goldman Sachs initiates coverage on Data Patterns, PTC Industries and 6 other Indian defence stocks, sees up to 58% upside","Goldman Sachs initiates coverage on eight Indian defence stocks, favouring private-sector players due to rising focus on AI, UAVs, and electronic warfare, along with higher EPS growth and benefits from global defence spending. Top private picks include Solar Industries, PTC Industries, Astra Microwave, Data Patterns, and Azad Engineering. Among public-sector players, BEL is preferred, while HAL is neutral and BDL is rated sell.",2025-10-03 07:53:54,positive,General
economictimes,"BEL shares gain 2%, up for 4th consecutive session. Here’s why","Shares of Bharat Electronics Ltd (BEL) rose 2% to Rs 414 on October 3 after Goldman Sachs initiated coverage with a Buy call and a target of Rs 455, signalling 12% upside. The company is well-positioned across order execution and inflows, insulated from defence spending dips, and set to benefit from major projects like QRSAM, Project Kusha, and increased focus on defence electronics.",2025-10-03 07:48:12,positive,AKZOINDIA
economictimes,"From Jaipur to Goa, realty players eye festive boom on stable policy and GST relief","India's real estate sector expects a demand increase. Repo rates remain unchanged, and GST cuts aid construction. Homebuyers and developers anticipate sales growth this festive season. Tier-II cities and holiday homes will see activity. This market trend is projected to continue through 2025 and into 2026. Sector confidence builds.",2025-10-03 06:42:19,positive,General
economictimes,Jefferies flags top 4 bank stocks as RBI norms set to fuel credit uptick,"The RBI’s decision to keep interest rates steady at 5.5% and maintain a neutral liquidity stance offers relief to banks, limiting potential margin compression. Its measures to ease lending restrictions support credit growth. Jefferies recommends large private banks -- HDFC Bank, Axis Bank, ICICI Bank -- and SBI among PSU banks, citing strong capital buffers and better positioning for the ECL transition.",2025-10-03 06:31:20,positive,HESTERBIO
economictimes,"TruAlt Bioenergy shares fall 3% from day’s high after debut. Should you buy, sell or hold?","TruAlt Bioenergy shares debuted strongly but gave up early gains, trading at Rs 530 on the NSE, up 7% from the issue price of Rs 496. Analysts recommend booking partial profits while holding a portion of shares. The company, a high-growth player in biofuels and renewable energy, benefits from government support and strong demand, though valuations remain elevated.",2025-10-03 06:04:28,positive,General
